artist,genres
Daniel Caesar Featuring H.E.R.,"['canadian contemporary r&b', 'pop', 'r&b']"
6ix9ine Featuring Nicki Minaj & Murda Beatz,"['emo rap', 'rap']"
2 Chainz x Gucci Mane x Quavo,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Jennifer Lopez Featuring Lil Wayne,"['dance pop', 'pop', 'pop rap', 'urban contemporary']"
DaBaby Featuring Lil Baby & Moneybagg Yo,"['north carolina hip hop', 'rap', 'trap']"
Dub Inc.,"['french reggae', 'reggae maghreb']"
Konkhra,['danish metal']
Taio Cruz,"['dance pop', 'pop', 'pop rap']"
Trey Songz Featuring Fabolous,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Rich The Kid,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
The Acacia Strain,"['deathcore', 'downtempo deathcore', 'melodic metalcore', 'metalcore']"
Grupo Los Kiero de Edgar Zacary,"['cumbia sonidera', 'tropical']"
Tank,"['pop r&b', 'r&b', 'urban contemporary']"
Television,"['alternative rock', 'art punk', 'art rock', 'experimental', 'experimental rock', 'indie rock', 'new wave', 'no wave', 'post-punk', 'protopunk', 'psychedelic rock', 'punk']"
Enrique Iglesias Featuring Sammy Adams,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
Have A Nice Life,"['art pop', 'blackgaze', 'doomgaze', 'dream pop', 'lo-fi indie', 'nu gaze']"
"Kanye West, Jay-Z, Big Sean","['chicago rap', 'rap']"
Vijay Prakash,['filmi']
Cassandra Wilson,"['contemporary vocal jazz', 'vocal jazz']"
Jesse McCartney,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'urban contemporary', 'viral pop']"
Cattle Decapitation,"['american grindcore', 'brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal', 'technical grindcore']"
Katy Perry Featuring Snoop Dogg,"['dance pop', 'pop', 'post-teen pop']"
2WEI,['epicore']
Chris Lane,"['contemporary country', 'country', 'country road', 'modern country rock']"
The New Roses,"['alternative roots rock', 'german hard rock', 'modern hard rock']"
Narrow House,"['atmospheric doom', 'ukrainian metal']"
6ix9ine,"['emo rap', 'rap']"
Florida Georgia Line Featuring Nelly,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Dan Mason ダン·メイソン,"['chillsynth', 'future funk', 'mallsoft', 'vaporwave']"
Navv Inder,"['desi hip hop', 'desi pop']"
Andy Grammer,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']"
Spiritbox,['canadian metalcore']
Nelly,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
Dierks Bentley Featuring Brothers Osborne,"['contemporary country', 'country', 'country road']"
Avril Lavigne Featuring Chad Kroeger,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
Birdman Featuring Nicki Minaj & Lil Wayne,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
Maroon 5 Featuring Wiz Khalifa,"['pop', 'pop rock']"
Meditation Music Masters,['background music']
Nymano,"['chillhop', 'lo-fi beats']"
John Summit,"['edm', 'electro house', 'house', 'pop dance']"
Ludacris Featuring Trey Songz,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Crazy Daylight,['glitch hop']
LunchMoney Lewis,['miami hip hop']
Tim Hecker,"['ambient', 'art pop', 'canadian experimental', 'compositional ambient', 'dream pop', 'drone', 'electronica', 'experimental', 'experimental rock', 'fourth world', 'intelligent dance music', 'microhouse', 'new isolationism', 'warm drone']"
YK Osiris,"['melodic rap', 'pop r&b', 'trap']"
Lil Jon,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']"
B.o.B Featuring Priscilla,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'pop rock', 'rap', 'southern hip hop']"
Spitback,['greek metal']
Bela Nemeth,['focus']
Lin-Manuel Miranda Featuring Artists For Puerto Rico,"['hollywood', 'show tunes']"
Los Telez,"['cumbia sonidera', 'tropical']"
Réka Ioescu,['background music']
Satanika,"['black thrash', 'italian black metal']"
Naira Marley,"['afro dancehall', 'afropop', 'afroswing', 'nigerian pop']"
Sevyn Streeter Featuring Chris Brown,"['alternative r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary']"
Slaughter to Prevail,"['russian metal', 'russian metalcore', 'slamming deathcore']"
Roddy Ricch Featuring A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']"
John Surman,"['accordion', 'british jazz', 'contemporary jazz', 'dark jazz', 'ecm-style jazz', 'jazz saxophone', 'swedish jazz']"
Kanye West & Lil Pump,"['chicago rap', 'rap']"
XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,"['emo rap', 'miami hip hop']"
Breaking Benjamin,"['alternative metal', 'nu metal', 'post-grunge']"
Kreayshawn,['escape room']
Mos Def,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
Katy Perry Featuring Skip Marley,"['dance pop', 'pop', 'post-teen pop']"
The Wood Brothers,"['deep new americana', 'jam band', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']"
Lil Wayne Featuring Kendrick Lamar,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Nocturnal Depression,"['atmospheric black metal', 'depressive black metal', 'french black metal']"
Daya,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']"
Opus Finis,"['grave wave', 'minimal wave']"
K Camp,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
Idina Menzel & AURORA,"['hollywood', 'show tunes']"
Jazz Juice,['nu jazz']
Helllight,"['brazilian doom metal', 'doom metal', 'funeral doom']"
John Kane,"[""australian children's music""]"
Hitch & Go,"['canadian pop punk', 'quebec punk']"
Charlie Puth Featuring Selena Gomez,"['dance pop', 'pop', 'viral pop']"
Golden Resurrection,"['christian metal', 'christian power metal']"
Jay Z Featuring Rick Ross,"['east coast hip hop', 'hip hop', 'rap']"
Blind Willie Johnson,"['acoustic blues', 'blues', 'country blues', 'gospel blues', 'texas blues', 'traditional blues', 'traditional folk']"
The Killers,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
Lorde,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']"
Alcest,"['atmospheric black metal', 'blackgaze', 'french black metal', 'french metal', 'french shoegaze', 'post-black metal', 'post-metal', 'shoegaze']"
Miss May I,"['deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore', 'post-screamo', 'screamo']"
The Chainsmokers Featuring Phoebe Ryan,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Big Sean Featuring Nicki Minaj,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Pusha T Kanye West,"['hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
Drake Featuring Lil Wayne,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
I-Roy,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']"
Lupe Fiasco Featuring Trey Songz,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Young Money Featuring Drake,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Morgan Wallen Featuring Florida Georgia Line,['contemporary country']
Breakbot,"['alternative dance', 'filter house', 'nu disco']"
SZA Featuring Travis Scott,"['pop', 'r&b']"
Taio Cruz Featuring Travie McCoy,"['dance pop', 'pop', 'pop rap']"
Alex Cortiz,"['chill lounge', 'electronica', 'nu jazz', 'trip hop']"
"Chunk! No, Captain Chunk!","['anthem emo', 'easycore', 'metalcore', 'pop punk', 'post-screamo']"
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
PSY,"['k-pop', 'k-rap', 'korean old school hip hop']"
Pitbull Featuring T-Pain,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
Silk City x Dua Lipa,['edm']
ICC,['cumbia sonidera']
Punch Brothers,"['banjo', 'bluegrass', 'indie folk', 'mandolin', 'new americana', 'progressive bluegrass']"
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']"
Meek Mill Featuring Chris Brown & Nicki Minaj,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Krzysztof Penderecki,"['avant-garde', 'classical', 'contemporary classical', 'polish contemporary classical']"
"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner","['chicago rap', 'rap']"
Lauren Daigle,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Michael Finnissy,"['21st century classical', 'british contemporary classical', 'contemporary classical']"
Eric Bibb,"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'roots rock']"
Apulanta,"['finnish alternative rock', 'finnish pop', 'suomi rock']"
Barrio Jazz Gang,"['italian lounge', 'nu jazz']"
Aron Risa,['background piano']
DJ Sakin,['bubble trance']
Hildur Guðnadóttir,"['cello', 'compositional ambient', 'drone', 'icelandic classical', 'icelandic experimental', 'modern cello', 'orchestral soundtrack', 'soundtrack']"
Young The Giant,"['modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
Marcus Miller,"['electric bass', 'instrumental funk', 'jazz funk', 'jazz fusion', 'modern funk']"
Calvin Harris Featuring Ayah Marar,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
Travis Porter,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']"
Y2K & bbno$,['pop rap']
I Prevail,['nu-metalcore']
Eptic,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'filthstep', 'melodic dubstep']"
Marshmello Featuring CHVRCHES,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Dean Blunt,"['art pop', 'collage pop', 'escape room', 'experimental pop', 'outsider house', 'uk experimental electronic']"
Decapitated,"['brutal death metal', 'death metal', 'metal', 'polish death metal', 'polish metal', 'technical death metal', 'technical groove metal']"
The Gates Of Slumber,"['doom metal', 'epic doom', 'neo-trad doom metal']"
Tha Playah,"['gabba', 'happy hardcore', 'hardcore techno', 'uptempo hardcore']"
Kehlani Featuring Ty Dolla $ign,"['dance pop', 'pop', 'pop rap', 'r&b']"
Kirk Franklin,"['gospel', 'gospel r&b']"
Langhorne Slim,"['anti-folk', 'deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'stomp and holler']"
Granger Smith,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck', 'texas country']"
Black Debbath,"['norwegian doom metal', 'norwegian metal', 'norwegian rock']"
Tranquil Cove,"['atmosphere', 'background music', 'focus']"
Wolfgang Haffner,['german jazz']
Tourist,"['chillwave', 'electronica', 'indie soul', 'tropical house', 'vapor soul']"
Avenged Sevenfold,"['alternative metal', 'nu metal']"
Dabin,"['canadian electronic', 'edm', 'electropop', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm']"
Sawyer Fredericks,"['deep talent show', 'folk-pop', 'ny roots']"
STRFKR,"['chillwave', 'indie rock', 'indietronica', 'modern rock']"
Gwyneth Paltrow,[]
Volumes,"['djent', 'melodic metalcore', 'metalcore', 'progressive metalcore']"
Warcollapse,"['crust punk', 'd-beat']"
Gucci Mane & Nicki Minaj,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"Young Thug, J. Cole & Travis Scott","['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
ScHoolboy Q Featuring Kanye West,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Lil Skies Featuring Landon Cube,"['melodic rap', 'rap', 'trap']"
Eat Your Heart Out,"['pixie', 'pop emo']"
William Michael Morgan,"['contemporary country', 'country pop']"
Lil Nas X & Cardi B,"['lgbtq+ hip hop', 'pop']"
Thad Jones,"['bebop', 'big band', 'hard bop', 'jazz', 'jazz trumpet']"
Zac Brown Band Featuring Jimmy Buffett,"['contemporary country', 'country', 'country road', 'modern country rock']"
T-Pain Featuring Rick Ross,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
Peter Sandberg,"['compositional ambient', 'focus', 'neo-classical']"
Dr. Dre Featuring Snoop Dogg & Akon,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Solefald,"['avant-garde black metal', 'avant-garde metal', 'black metal', 'norwegian black metal', 'norwegian metal']"
A Boogie Wit da Hoodie Featuring DJ SPINKING,"['melodic rap', 'rap', 'trap']"
Jennifer Lopez,"['dance pop', 'pop', 'pop rap', 'urban contemporary']"
Blunt Instrument,['glitch hop']
Ella Mai,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
Clear Light,"['classic garage rock', 'classic psychedelic rock', 'double drumming', 'freakbeat', 'psychedelic rock']"
Quavo Featuring Travis Scott,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Devin Townsend Project,"['avant-garde metal', 'canadian metal', 'djent', 'progressive metal', 'vancouver metal']"
Pat Metheny,"['avant-garde jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar', 'uk contemporary jazz']"
Millionaire,"['belgian rock', 'dutch rock']"
Love And Theft,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Florida Georgia Line Featuring Backstreet Boys,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
21 Savage & Metro Boomin,"['atl hip hop', 'hip hop', 'rap', 'trap']"
Migos Featuring Lil Uzi Vert,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Macklemore Featuring Skylar Grey,"['pop rap', 'seattle hip hop']"
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Enrique Iglesias Featuring Juan Luis Guerra,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
Jay Sean Featuring Pitbull,"['dance pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
6ix9ine Featuring Tory Lanez,"['emo rap', 'rap']"
Snow Patrol,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']"
A$AP Rocky Featuring ScHoolboy Q,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
Dayne S,['german house']
Wisin Featuring Ozuna,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Coldplay Featuring Rihanna,"['permanent wave', 'pop']"
De-Phazz,"['downtempo', 'electro jazz', 'electronica', 'jazztronica', 'nu jazz', 'trip hop']"
Chief State,"['anthem emo', 'canadian pop punk', 'easycore', 'pop punk', 'vancouver punk']"
The Souljazz Orchestra,"['afrobeat', 'afropop', 'bboy', 'brass band', 'funk', 'indie jazz', 'instrumental funk', 'latin afrobeat', 'modern funk', 'nu jazz', 'world']"
6ix9ine Featuring Bobby Shmurda,"['emo rap', 'rap']"
Popeska,"['filthstep', 'future bass']"
Abhi The Nomad,"['desi hip hop', 'pop rap']"
"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",['kids hip hop']
Cal Tjader,"['bossa nova', 'cool jazz', 'jazz', 'jazz vibraphone', 'latin jazz', 'lounge']"
Roza Terenzi,"['australian house', 'experimental techno', 'float house']"
Liam Payne Featuring Quavo,"['dance pop', 'pop', 'post-teen pop']"
Blackberry Smoke,"['country rock', 'modern southern rock', 'rock', 'southern rock']"
SoMo,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b']"
Cannibal Corpse,"['alternative metal', 'brutal death metal', 'buffalo ny metal', 'death metal', 'metal', 'nu metal']"
Stephen Malkmus,"['alternative rock', 'gbvfi', 'indie rock', 'lo-fi']"
Iron Savior,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'neo-trad metal', 'power metal', 'symphonic power metal']"
Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
Young Money Featuring Gucci Mane,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Young Greatness,['new orleans rap']
O.T. Genasis,"['pop rap', 'rap', 'southern hip hop', 'trap']"
Dennis Lloyd,['israeli pop']
Ghoul,['crossover thrash']
After The Burial,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'minneapolis metal', 'progressive metalcore']"
747,['acid techno']
mommy,"['chillhop', 'lo-fi beats']"
Post Malone Featuring Quavo,"['dfw rap', 'melodic rap', 'rap']"
The Mighty Mighty Bosstones,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']"
Christina Aguilera,"['dance pop', 'pop', 'post-teen pop']"
Parmalee,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern uplift']"
Bridgit Mendler,"['dance pop', 'pop', 'post-teen pop']"
Jlin,"['afrofuturism', 'art pop', 'deconstructed club', 'electra', 'fluxwork', 'footwork', 'intelligent dance music', 'uk bass']"
Passion Pit,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock']"
Jingo De Lunch,['german punk']
Pistol Annies,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
U2,"['irish rock', 'permanent wave', 'rock']"
Dr. Know,"['california hardcore', 'crossover thrash', 'crust punk', 'hardcore punk', 'punk', 'thrash core']"
Kendrick Lamar Featuring Drake,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
50 Cent Featuring Ne-Yo,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
