artist,genres
Sterling Void,"['chicago house', 'classic house', 'hip house']"
Florence + The Machine,"['baroque pop', 'pop', 'uk alternative pop']"
J. Cole Featuring Miguel,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Slowpop,[]
John Cage,"['american contemporary classical', 'avant-garde', 'classical', 'contemporary classical', 'experimental']"
Alice Coltrane,"['afrofuturism', 'avant-garde jazz', 'experimental', 'fourth world', 'free jazz', 'jazz', 'jazz harp', 'spiritual jazz', 'world']"
GOBLIN KING,"[""death 'n' roll""]"
Offset & Metro Boomin,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Nick Jonas,"['dance pop', 'pop', 'post-teen pop']"
Tame Impala,"['australian psych', 'neo-psychedelic']"
The Wanted,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']"
Dan + Shay & Justin Bieber,"['contemporary country', 'country', 'pop']"
Pavvan,['desi pop']
West Norwood Cassette Library,"['float house', 'future garage']"
Trampa,"['deathstep', 'dubstep', 'electro house', 'electronic trap', 'filthstep', 'gaming dubstep']"
Jason Aldean With Luke Bryan & Eric Church,"['contemporary country', 'country', 'country road']"
The Queers,"['boston rock', 'power-pop punk', 'punk', 'ramonescore', 'skate punk']"
Moneybagg Yo X Megan Thee Stallon,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Luke Combs,"['contemporary country', 'country', 'country road']"
Blood Region,['finnish heavy metal']
Graveland,"['black metal', 'dark black metal', 'pagan black metal', 'polish black metal', 'polish folk metal', 'raw black metal', 'slavic metal', 'viking black metal']"
Craig Campbell,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
Madonna Featuring Nicki Minaj & M.I.A.,"['dance pop', 'pop']"
Dwarves,"['chicago punk', 'hardcore punk', 'power-pop punk', 'punk', ""punk 'n' roll"", 'ska punk', 'skate punk']"
Kygo Featuring Conrad,"['edm', 'pop', 'pop dance', 'tropical house']"
Missy Elliott Featuring Lamb,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']"
dj funk,"['chicago house', 'ghettotech']"
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Kungs vs Cookin' On 3 Burners,"['edm', 'pop dance', 'tropical house']"
A Boogie Wit da Hoodie Featuring Kodak Black,"['melodic rap', 'rap', 'trap']"
Enrique Iglesias Featuring Pitbull,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
Adam Levine & Javier Colon,['deep talent show']
Bethel Music,"['ambient worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
Swingrowers,"['electro swing', 'nu jazz']"
Stelvio Cipriani,"['classic soundtrack', 'vintage italian soundtrack']"
Liquid Stranger,"['brostep', 'downtempo', 'drill and bass', 'edm', 'electro house', 'electronic trap']"
GONZO,['melbourne indie']
Marc E. Bassy Featuring G-Eazy,"['pop', 'pop rap', 'r&b']"
Wale Featuring Miguel,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Blueface & Rich The Kid,"['cali rap', 'trap']"
Should,"['dream pop', 'indie dream pop', 'indie shoegaze', 'lo-fi indie', 'nu gaze', 'shoegaze']"
DJ Nate,[]
Charles Lloyd,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'italian jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone', 'swedish jazz']"
Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']"
Justin Timberlake Featuring JAY Z,"['dance pop', 'pop']"
David Guetta Featuring Flo Rida & Nicki Minaj,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
ConsciousThoughts,['future funk']
David Guetta Featuring Taio Cruz & Ludacris,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Left Boy,"['austrian pop', 'pop rap']"
Ace Hood,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Famous Dex Featuring A$AP Rocky,"['chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
Miranda Lambert,"['contemporary country', 'country', 'country dawn', 'country road']"
Angus Black,"['finnish doom metal', 'finnish psychedelic rock']"
Nicki Minaj Featuring Drake,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
New Boyz Featuring Iyaz,"['dance pop', 'pop rap', 'southern hip hop']"
Saweetie,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']"
Major Lazer & DJ Snake Featuring MO,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Grouper,"['ambient', 'ambient pop', 'art pop', 'dream pop', 'drone', 'electra', 'experimental ambient', 'experimental pop', 'modern dream pop']"
Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Elle King,['modern blues rock']
Jessie Ware,"['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop soul', 'tropical house', 'uk pop']"
The Weeknd & Kendrick Lamar,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Juicy J Featuring Lil Wayne & 2 Chainz,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Sandy Rivera,"['classic house', 'deep house', 'disco house', 'funky house', 'house', 'soulful house', 'tribal house', 'vocal house']"
Jacob Sartorius,"['social media pop', 'teen pop']"
The Books,"['art pop', 'collage pop', 'folktronica', 'indie rock']"
Attila Fias,"['christmas instrumental', 'classify']"
Oppenheimer Analysis,"['grave wave', 'minimal wave']"
Bag Raiders,"['alternative dance', 'australian dance', 'filter house', 'indietronica', 'new rave', 'nu disco']"
Lock Up,"['birmingham metal', 'british grindcore', 'brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore']"
Nguyên Lê,['french jazz']
Bobby Hutcherson,"['avant-garde jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz vibraphone', 'mallet']"
Fifth Harmony Featuring Ty Dolla $ign,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Maroon 5 Featuring SZA,"['pop', 'pop rock']"
Flo Rida Featuring Robin Thicke & Verdine White,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Thom Yorke,"['art pop', 'electronica', 'glitch pop', 'indie rock', 'oxford indie']"
Big & Rich,"['contemporary country', 'country', 'country road', 'modern country rock']"
COOLRUNNINGS,"['indie dream pop', 'shimmer psych']"
Moksi,"['bass house', 'dutch edm', 'edm', 'electro house', 'electronic trap']"
Craig Morgan,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
SadDoLLs,"['greek metal', 'heavy gothic rock']"
Tim McGraw With Catherine Dunn,"['contemporary country', 'country', 'country road']"
Powerslut,['boston indie']
Maribou State,"['electronica', 'future garage', 'indie soul']"
Chris Brown Featuring Aaliyah,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']"
Megan Thee Stallion,"['dance pop', 'houston rap', 'pop', 'trap queen']"
21 Savage & Metro Boomin Featuring Future,"['atl hip hop', 'hip hop', 'rap', 'trap']"
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
John Legend Featuring Ludacris,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
NF,"['hip hop', 'pop rap', 'rap']"
Sepultura,"['alternative metal', 'brazilian groove metal', 'brazilian metal', 'brazilian thrash metal', 'death metal', 'deathrash', 'groove metal', 'hard rock', 'latin metal', 'metal', 'metal mineiro', 'nu metal', 'old school thrash', 'rock', 'thrash metal']"
Breathe Carolina,"['electropowerpop', 'neon pop punk', 'pop emo', 'pop punk', 'screamo', 'trancecore']"
fantompower,"['chillhop', 'lo-fi beats']"
Yo Gotti Featuring Lil Baby,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Vantage,['future funk']
Gucci Mane Featuring Usher,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"Major Lazer Featuring Bruno Mars, Tyga & Mystic","['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
matchbox twenty,"['neo mellow', 'pop rock', 'post-grunge']"
Lupe Fiasco Featuring Ed Sheeran,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
Sid Sriram,['filmi']
Battlerage,"['chilean metal', 'neo-trad metal', 'nwothm']"
Lil Baby Featuring Gunna & Lil Uzi Vert,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Kerion,['french metal']
Ed Sheeran & Travis Scott,"['pop', 'uk pop']"
Bill Evans,"['bebop', 'cool jazz', 'jazz', 'jazz piano']"
Future Featuring Travis Scott,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Dan + Shay,"['contemporary country', 'country', 'pop']"
Ariana Grande Featuring Mac Miller,"['dance pop', 'pop']"
Olly Murs Featuring Flo Rida,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']"
Banda El Recodo,"['banda', 'musica mexicana', 'ranchera']"
Brad Paisley Duet With Carrie Underwood,"['contemporary country', 'country', 'country road']"
MC Kekel,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
Movements,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'midwest emo', 'pop punk', 'socal pop punk']"
LEISURE,"['auckland indie', 'indie soul', 'vapor soul']"
Knowmadic,"['chillhop', 'lo-fi beats']"
Avicii Featuring Aloe Blacc,"['dance pop', 'edm', 'pop', 'pop dance']"
Lil Baby & Gunna,"['atl hip hop', 'atl trap', 'rap', 'trap']"
The London Suede,"['britpop', 'glam rock']"
Bill Monroe,"['appalachian folk', 'bluegrass', 'bluegrass gospel', 'country gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
The Once,"['canadian folk', 'newfoundland indie', 'nl folk']"
A$AP Rocky Featuring Moby,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
Zlatan,"['afropop', 'nigerian pop']"
R. Stevie Moore,"['experimental', 'experimental rock', 'lo-fi', 'outsider', 'tennessee experimental']"
Daughtry,"['alternative metal', 'neo mellow', 'nu metal', 'pop rock', 'post-grunge']"
Martyn,"['classic dubstep', 'float house', 'future garage', 'uk bass', 'wonky']"
The Music Tapes,"['elephant 6', 'experimental pop', 'laboratorio', 'lo-fi']"
Chris Brown Featuring Drake,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Natalie La Rose Featuring Jeremih,[]
Chris Lorenzo,"['bass house', 'deep groove house', 'electro house', 'house']"
YG Featuring Jeezy & Rich Homie Quan,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Jay Z Kanye West,"['east coast hip hop', 'hip hop', 'rap']"
Grupo Jalado,"['cumbia sonidera', 'tropical']"
Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Anti-System,"['anarcho-punk', 'crust punk', 'uk82']"
Gouryella,"['bubble trance', 'dutch trance', 'trance', 'uplifting trance']"
Sachin-Jigar,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']"
Becky G + Natti Natasha,"['dance pop', 'latin', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
Cheat Codes Featuring Demi Lovato,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']"
lovelytheband,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
Apoptygma Berzerk,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial metal']"
Joe Pass,"['bebop', 'jazz', 'jazz fusion', 'jazz guitar']"
Harris Cole,"['chillhop', 'lo-fi beats']"
Bane,"['boston hardcore', 'hardcore', 'melodic hardcore', 'pennsylvania hardcore', 'straight edge']"
Mount Kimbie,"['chillwave', 'electra', 'electronica', 'future garage', 'indie soul', 'microhouse', 'uk bass', 'wonky']"
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz","['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
Endymion,"['gabba', 'happy hardcore', 'hardcore techno', 'rawstyle', 'uptempo hardcore']"
Not Half Bad,"['acoustic punk', 'folk punk']"
Michel LeBond,"['atmosphere', 'background music', 'focus']"
ScHoolboy Q Featuring BJ The Chicago Kid,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Jamie Foxx Featuring Drake,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
Robert Cray,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues', 'traditional blues']"
Migos Featuring Post Malone,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Mustard & Migos,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Selena Gomez Featuring A$AP Rocky,"['dance pop', 'pop', 'post-teen pop']"
Everydayz,['abstract beats']
The Lacs,"['country rap', 'redneck']"
The Modern Age Slavery,"['brutal deathcore', 'deathcore', 'italian death metal']"
"Jay Rock, Kendrick Lamar, Future & James Blake","['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Emblem3,"['post-teen pop', 'talent show', 'teen pop']"
Brittany Howard,"['black americana', 'modern blues rock', 'neo soul']"
Flake Music,[]
Hey Violet,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
GoldLink Featuring Brent Faiyaz & Shy Glizzy,"['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'pop', 'r&b', 'rap', 'underground hip hop']"
Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,"['pop', 'post-teen pop']"
Steel Magnolia,['country dawn']
Bali Bandits,"['dutch edm', 'electro house', 'future house', 'sky room']"
Lantlôs,"['atmospheric black metal', 'blackgaze', 'doomgaze', 'german black metal', 'post-metal']"
Trippie Redd,"['melodic rap', 'rap', 'trap']"
Cameron DeLuca,['atmosphere']
Trio Elf,"['dark jazz', 'modern jazz trio']"
Trippie Redd Featuring Juice WRLD,"['melodic rap', 'rap', 'trap']"
Brownout,"['bboy', 'instrumental funk', 'latin afrobeat']"
Datsik,"['breakbeat', 'brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'filthstep']"
Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
Ahmad Jamal Trio,"['bebop', 'jazz', 'jazz trio', 'stride']"
Pia Mia Featuring Chris Brown & Tyga,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'social media pop', 'urban contemporary']"
Love Sees No Color,['frankfurt indie']
Havana Brown Featuring Pitbull,"['australian dance', 'australian pop', 'australian talent show']"
DJ Khaled Featuring Kanye West & Rick Ross,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ozuna & Romeo Santos,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']"
Joe Bonamassa,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']"
Beyonce Featuring Lady Gaga,"['dance pop', 'pop', 'r&b']"
Leather Chalice,['blackened crust']
Kurt Elling,"['adult standards', 'contemporary vocal jazz', 'jazz', 'vocal jazz']"
Blasfemia,['chilean black metal']
The Moonlandingz,['chamber psych']
Swing Republic,"['electro swing', 'nu jazz']"
Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
RŮDE,"['japanese chillhop', 'rochester mn indie']"
Freddie Hubbard,"['bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz']"
Tamar Braxton,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Michalis Koumbios,['bouzouki']
Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
David Rovics,['folk punk']
Van William,"['alternative americana', 'folk-pop']"
Marshmello Featuring Khalid,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Marshmello & Anne-Marie,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Underoath,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo', 'tampa indie']"
Kreator,"['death metal', 'german metal', 'german thrash metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'power metal', 'speed metal', 'thrash metal']"
Harold Burrage,['chicago soul']
"Yella Beezy, Gucci Mane & Quavo","['dfw rap', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Loren Allred,"['deep talent show', 'hollywood', 'movie tunes']"
Sons of Freedom,['canadian indie']
"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Casey James,"['idol', 'modern country rock']"
Bad Bunny & Tainy,"['latin', 'reggaeton', 'trap latino']"
Dennis Ferrer,"['classic house', 'deep house', 'disco house', 'house', 'soulful house', 'tribal house', 'uk funky', 'vocal house']"
C Bank feat. Diamond Eyes,"['deep freestyle', 'freestyle']"
Big D and the Kids Table,"['modern ska punk', 'punk', 'ska', 'ska punk']"
Wiz Khalifa Featuring Charlie Puth,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Fit For An Autopsy,"['brutal deathcore', 'deathcore', 'melodic metalcore', 'metalcore']"
BTS Featuring Halsey,"['k-pop', 'k-pop boy group']"
Mayday Parade,"['neon pop punk', 'pop emo', 'pop punk', 'rock']"
Alexandre Navarro,['abstract']
ODESZA,"['chillwave', 'ninja']"
Jay Z Kanye West Featuring Otis Redding,"['east coast hip hop', 'hip hop', 'rap']"
Wayne Shorter,"['contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']"
Sharry Mann,"['desi pop', 'punjabi pop']"
Def Cut,[]
Death,"['alternative metal', 'death metal', 'dissonant death metal', 'florida death metal', 'metal', 'rock', 'technical death metal']"
Jawad Ahmad,"['classic pakistani pop', 'pakistani pop']"
Sodré,['funk carioca']
Zara Larsson,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']"
Usher Featuring Young Thug,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Soul Extract,['future rock']
Mary Mary,"['gospel', 'gospel r&b', 'r&b', 'urban contemporary']"
Robin Thicke Featuring Kendrick Lamar,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Chris Brown,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Joseph Sullinger,['acoustic guitar cover']
Troop 41,"['north carolina hip hop', 'pop rap']"
Sleepy Dogs,['pet calming']
Khotin,"['ambient house', 'canadian house', 'experimental ambient', 'float house', 'fluxwork', 'fourth world', 'lo-fi house', 'microhouse', 'outsider house']"
Flosstradamus,"['bass trap', 'edm', 'electro house', 'electronic trap', 'mashup', 'pop dance']"
Amaranthe,"['gothic symphonic metal', 'power metal']"
2 Chainz Featuring YG & Offset,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Paul Johnson,"['chicago house', 'classic house', 'deep house', 'disco house', 'filter house', 'vocal house']"
Rule 22,['chicago punk']
Los Huracanes del Norte,"['musica mexicana', 'norteno', 'ranchera']"
Lord Kitchener,['calypso']
Van Canto,"['comic metal', 'folk metal', 'german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']"
DaniLeigh Featuring Chris Brown,"['pop', 'pop r&b', 'pop rap', 'r&b', 'rap latina']"
Britney Spears,"['dance pop', 'pop', 'post-teen pop']"
The Cross Movement,"['christian hip hop', 'gospel rap']"
Anthony Linell,"['minimal dub', 'new isolationism', 'swedish techno']"
Jeff Lewis,['anti-folk']
ScHoolboy Q + Travis Scott,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Austin Mahone Featuring Pitbull,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Big Thief,"['art pop', 'brooklyn indie', 'indie folk', 'indie pop', 'indie rock', 'small room']"
Maroon 5,"['pop', 'pop rock']"
Belmont,"['alternative emo', 'anthem emo', 'chicago pop punk', 'easycore', 'pop punk']"
Katy Perry Featuring Migos,"['dance pop', 'pop', 'post-teen pop']"
Eli Young Band,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'texas country']"
Mcrackins,"['canadian pop punk', 'canadian punk', 'power-pop punk', 'vancouver punk']"
Tyga Featuring Rick Ross,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
La Arrolladora Banda El Limón De Rene Camacho,"['banda', 'musica mexicana', 'ranchera']"
Alex Christensen,['german pop']
Bear McCreary,"['orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']"
French Montana Featuring Drake,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Wes Leslie,['bedroom soul']
William Onyeabor,"['afrobeat', 'afropop', 'world']"
Synestesia,['finnish melodeath']
J.B.O.,"['comic', 'comic metal', 'german rock', 'kabarett']"
Vorssenn,['asmr']
MC HotDog,"['mandopop', 'taiwan hip hop', 'taiwan pop']"
Vicente Fernández,"['mariachi', 'ranchera']"
Driveways,"['anthem emo', 'pop punk']"
Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
Demi Lovato Featuring Cher Lloyd,"['dance pop', 'pop', 'post-teen pop']"
Drake Featuring Quavo & Travis Scott,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Night Tempo,"['denpa-kei', 'future funk']"
Aaron Smith,['chicago house']
Aerocity,"['chillstep', 'melodic dubstep']"
Wale Featuring Jeremih & Rick Ross,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
A$AP Ferg Featuring Nicki Minaj,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
D.O.A.,"['canadian hardcore', 'canadian punk', 'hardcore punk', 'oi', 'punk', 'vancouver punk']"
"Future Featuring Pharrell, Pusha T & Casino","['atl hip hop', 'rap', 'southern hip hop', 'trap']"
CASTLEBEAT,"['bedroom pop', 'dreamo', 'indie garage rock', 'indie pop', 'indie surf']"
FM LAETI,['french indie pop']
P!nk Featuring Lily Allen,"['dance pop', 'pop', 'post-teen pop']"
Pitbull Featuring Marc Anthony,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
Noisestorm,"['chillstep', 'complextro', 'dancefloor dnb', 'edm', 'electro house', 'gaming edm', 'speedrun']"
Iggy Azalea Featuring Jennifer Hudson,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']"
Alisan Porter,['deep talent show']
will.i.am & Nicki Minaj,"['dance pop', 'pop', 'pop rap']"
Yeasayer,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'dream pop', 'indie rock', 'modern rock', 'new rave', 'shimmer pop', 'stomp and holler']"
Hot Chelle Rae Featuring New Boyz,"['dance pop', 'dance rock', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']"
Halsey Featuring Big Sean & Stefflon Don,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
Jeremih Featuring 50 Cent,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
The Chainsmokers Featuring 5 Seconds Of Summer,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Brantley Gilbert,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
Adekunle Gold,"['afropop', 'alte', 'azontobeats', 'nigerian hip hop', 'nigerian pop']"
TroyBoi,"['bass trap', 'edm', 'electro house', 'electronic trap']"
Flight Facilities,"['alternative dance', 'aussietronica', 'australian dance', 'indie soul', 'nu disco']"
Invincible Force,"['chilean black metal', 'chilean metal']"
Future Featuring Kanye West,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Charles Ives,"['american modern classical', 'avant-garde', 'classical', 'early modern classical', 'outsider', 'post-romantic era']"
Broadway For Orlando,[]
Sidhu Moose Wala,"['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop', 'punjabi pop']"
Dierks Bentley,"['contemporary country', 'country', 'country road']"
Robin Thicke,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Heavy Heavy Low Low,"['american metalcore', 'mathcore', 'nintendocore', 'sasscore', 'screamo']"
Lindsey Pavao,['deep talent show']
Janelle Monae & Jidenna,"['afrofuturism', 'alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Major Lazer Featuring Justin Bieber & MO,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Jason Aldean,"['contemporary country', 'country', 'country road']"
Necrocurse,['grisly death metal']
"Machine Gun Kelly, X Ambassadors & Bebe Rexha",['ohio hip hop']
Graham Coxon,"['britpop', 'solo wave']"
Logical Terror,['cyber metal']
Liam Payne & Rita Ora,"['dance pop', 'pop', 'post-teen pop']"
Young Thug Featuring Lil Uzi Vert,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Diana Krall,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'vocal jazz']"
Fort Knox Five,['bboy']
Drake & Future,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
S.dot,"['chicago drill', 'chicago rap', 'drill']"
Rod Wave,['florida rap']
Barcelona Atmosphere,['atmosphere']
